Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
sixtyPercent,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0190208064799998E7,17582.0,1954.0,1580.0,374.0,0.0,80.85977482088025,19.140225179119753,0.0,0.46098698631955654,0.2503260041608057,0.35441428422168625,69.71530736549884,83.66371090938678,1535.0389376836176,3243.135913400278,-1708.0969757166602,0.7855879926732946,1.6597420232345332,-0.8741540305612385,403.7135230665519,0.20660876308421283,26.29988811070538,0.8796791443850267,1316.0,0.42358078602620086,194.0,0.5764192139737991,264.0,0.12032085561497326,180.0,0.871523178807947,0.8796791443850267,0.8755821689953426,0.4610808510996422,0.841832222170329,0.9315735188292086,0.8085977482088025,0.3524993898499766,0.6475006101500234,0.19140225179119755,0.8066136130097303,0.8085977482088025,0.8075580787065723,0.4610808510996422,0.841832222170329,0.8483053647964349,0.7304740113269396,0.8085977482088025,0.133,0.001,0.140625,0.0,140.625,0.0,23766.0,1778150.0,199722.0,98.66939611054248,81.85772773797339,'Number of leaves: 69\nSize of the tree: 111\n',111.0,69.0,69.0
sixtyPercent,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0190208064799998E7,17582.0,1954.0,1578.0,376.0,0.0,80.75742067553736,19.24257932446264,0.0,0.4572735438729199,0.25415172059032526,0.356863475660316,70.78076198205504,84.24187170483341,1535.0389376836176,2184.365576789565,-649.3266391059472,0.7855879926732946,1.1178943586435848,-0.33230636597029023,382.2209532529446,0.19560949501174238,24.899756212680714,0.8796791443850267,1316.0,0.4279475982532751,196.0,0.5720524017467249,262.0,0.12032085561497326,180.0,0.8703703703703703,0.8796791443850267,0.8749999999999999,0.457395540019078,0.8415213495084417,0.9333085864589792,0.8075742067553736,0.35584266062362196,0.6441573393763781,0.19242579324462641,0.8053010424616182,0.8075742067553736,0.8063755259865801,0.457395540019078,0.8415213495084417,0.8473309598824063,0.7286111111111111,0.8075742067553736,0.136,0.001,0.125,0.0,125.0,0.0,25490.0,1778150.0,199722.0,98.8229273285568,82.93244626407369,'Number of leaves: 78\nSize of the tree: 121\n',121.0,78.0,78.0
sixtyPercent,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0190208064799998E7,17583.0,1953.0,1582.0,371.0,0.0,81.00358422939068,18.996415770609318,0.0,0.45394425967836377,0.2511351662670686,0.357131854989082,69.92963578171866,84.29027278827749,1534.6529926238281,7547.402565130593,-6012.749572506765,0.7857926229512688,3.864517442463181,-3.0787248195119123,396.0366702087831,0.2027837533071086,25.80626839502466,0.8896321070234113,1330.0,0.4497816593886463,206.0,0.5502183406113537,252.0,0.11036789297658862,165.0,0.8658854166666666,0.8896321070234113,0.8775981524249423,0.4547730687860749,0.8262687853251741,0.9186385246488433,0.8100358422939068,0.3701853946591417,0.6298146053408582,0.18996415770609318,0.8045446371397506,0.8100358422939068,0.8068700654763383,0.4547730687860749,0.8262687853251741,0.836709656910872,0.7267990762124712,0.8100358422939068,0.131,0.002,0.125,0.0,125.0,0.0,26484.0,1778251.0,199621.0,98.10547875064005,81.59242191500256,'Number of leaves: 77\nSize of the tree: 126\n',126.0,77.0,77.0
sixtyPercent,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,17583.0,1953.0,1581.0,372.0,0.0,80.95238095238095,19.047619047619047,0.0,0.4637870488050059,0.25495601914108945,0.35870688546450324,70.99356822028311,84.6620115356574,1534.6529926238281,2201.8429640765057,-667.1899714526776,0.7857926229512688,1.1274157522153128,-0.3416231292640438,371.37299666520136,0.1901551442218133,24.199151107786083,0.8802675585284281,1316.0,0.42139737991266374,193.0,0.5786026200873362,265.0,0.1197324414715719,179.0,0.8721007289595759,0.8802675585284281,0.8761651131824234,0.46388151275053296,0.8340918052898307,0.9272122668269701,0.8095238095238095,0.3506536309080452,0.6493463690919548,0.19047619047619047,0.8075506634154745,0.8095238095238095,0.8084894655645849,0.4638815127505329,0.8340918052898308,0.8429093292449277,0.7318741308705908,0.8095238095238095,0.15,0.001,0.140625,0.0,140.625,0.0,12820.0,1778251.0,199621.0,98.61751152073732,81.97644649257552,'Number of leaves: 32\nSize of the tree: 50\n',50.0,32.0,32.0
sixtyPercent,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,17583.0,1953.0,1604.0,349.0,0.0,82.1300563236047,17.86994367639529,0.0,0.4950074719367095,0.24651393924308182,0.35241504473087676,68.64283581875222,83.17701106770983,1534.6529926238281,6455.140962491576,-4920.487969867748,0.7857926229512688,3.305243708393024,-2.519451085441755,426.40461394994963,0.21833313566305665,27.785083403181382,0.8896321070234113,1330.0,0.4017467248908297,184.0,0.5982532751091703,274.0,0.11036789297658862,165.0,0.8784676354029062,0.8896321070234113,0.8840146227982717,0.4951946497147439,0.8426143914942092,0.9282385591230191,0.821300563236047,0.3334151811034654,0.6665848188965345,0.1786994367639529,0.8188263619349758,0.821300563236047,0.8199721717848962,0.4951946497147439,0.8426143914942092,0.8481882752102465,0.7474699646878761,0.821300563236047,0.132,0.001,0.140625,0.0,140.625,0.0,22480.0,1778251.0,199621.0,98.10547875064005,81.43881208397337,'Number of leaves: 66\nSize of the tree: 104\n',104.0,66.0,66.0
sixtyPercent,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,17583.0,1953.0,1578.0,375.0,0.0,80.79877112135176,19.201228878648234,0.0,0.47590880043852263,0.25593989269928036,0.3610040811026584,71.2675319211946,85.20419572976705,1534.6529926238281,7570.9266213932715,-6036.273628769443,0.7857926229512688,3.876562530155285,-3.0907699072040162,367.41427275701943,0.18812814785305654,23.941195470439453,0.8655518394648829,1294.0,0.3799126637554585,174.0,0.6200873362445415,284.0,0.13444816053511705,201.0,0.8814713896457765,0.8655518394648829,0.8734390820114749,0.47624798538032825,0.8222904587343547,0.9169271311266218,0.8079877112135176,0.32234853550409326,0.6776514644959067,0.19201228878648233,0.8120785551674784,0.8079877112135176,0.8098617165279873,0.4762479853803283,0.8222904587343547,0.8323045786995712,0.7378860309315063,0.8079877112135176,0.132,0.001,0.125,0.0,125.0,0.0,27334.0,1778251.0,199621.0,98.05427547363031,82.10445468509985,'Number of leaves: 82\nSize of the tree: 131\n',131.0,82.0,82.0
seventyPercent,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,20512.0,2280.0,1851.0,429.0,0.0,81.1842105263158,18.81578947368421,0.0,0.46968119713728046,0.24807844309827148,0.35431748062146523,68.61374115839389,83.340462344508,1800.6284250616004,7688.173844511156,-5887.545419449556,0.789749309237544,3.372006072154016,-2.582256762916472,482.8552313677439,0.21177861024901048,26.815928519579224,0.8850574712643678,1540.0,0.42407407407407405,229.0,0.575925925925926,311.0,0.11494252873563218,200.0,0.8705483323911815,0.8850574712643678,0.877742946708464,0.46998329488670826,0.8537281822051938,0.9420007491395967,0.8118421052631579,0.3508587080728641,0.6491412919271359,0.1881578947368421,0.8085104407099041,0.8118421052631579,0.8100237185819839,0.46998329488670826,0.8537281822051939,0.8577318400259223,0.7347801317747839,0.8118421052631579,0.178,0.002,0.15625,0.015625,156.25,15.625,29180.0,2074082.0,232650.0,99.4298245614035,87.39035087719299,'Number of leaves: 86\nSize of the tree: 141\n',141.0,86.0,86.0
seventyPercent,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,20512.0,2280.0,1830.0,450.0,0.0,80.26315789473684,19.736842105263158,0.0,0.43377483443708625,0.2578296253622322,0.36282160178983985,71.31073122126156,85.34075143203184,1800.6284250616004,4576.876273143335,-2776.247848081735,0.789749309237544,2.0074018741856734,-1.2176525649481293,437.80317612287456,0.1920189368959976,24.313910078804685,0.8867816091954023,1543.0,0.4685185185185185,253.0,0.5314814814814814,287.0,0.1132183908045977,197.0,0.85913140311804,0.8867816091954023,0.8727375565610859,0.4348557322848056,0.815542252022137,0.9133767320898096,0.8026315789473685,0.38436848827048464,0.6156315117295154,0.19736842105263158,0.796094409208613,0.8026315789473685,0.7987976582966182,0.4348557322848056,0.815542252022137,0.834281005202103,0.716642215780543,0.8026315789473685,0.165,0.002,0.15625,0.0,156.25,0.0,27724.0,2074082.0,232650.0,97.89473684210526,82.36842105263158,'Number of leaves: 82\nSize of the tree: 133\n',133.0,82.0,82.0
seventyPercent,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,20513.0,2279.0,1838.0,441.0,0.0,80.6494076349276,19.3505923650724,0.0,0.45619039631630615,0.25352900303508596,0.35969490338464966,70.11183813614738,84.59251527792772,1800.2382536709135,14146.239690229228,-12346.001436558314,0.7899246396098787,6.207213554291017,-5.417288914681138,461.1169827647428,0.20233303324473137,25.61421977476964,0.8803910293271996,1531.0,0.43148148148148147,233.0,0.5685185185185185,307.0,0.11960897067280046,208.0,0.8679138321995464,0.8803910293271996,0.8741079075078504,0.45640732771677683,0.8432544246374034,0.934475915789278,0.806494076349276,0.35758452850355793,0.6424154714964421,0.193505923650724,0.8035125348031464,0.806494076349276,0.804891852862106,0.4564073277167769,0.8432544246374034,0.8472463445146204,0.7280492144174323,0.806494076349276,0.172,0.001,0.171875,0.0,171.875,0.0,33986.0,2074183.0,232549.0,99.21017990346644,87.99912242211497,'Number of leaves: 104\nSize of the tree: 168\n',168.0,104.0,104.0
seventyPercent,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,20513.0,2279.0,1829.0,450.0,0.0,80.25449758666082,19.745502413339185,0.0,0.444732006241655,0.26093502773698984,0.3634414481984914,72.15992730510267,85.47362214494784,1800.2382536709135,1350.132977825148,450.1052758457656,0.7899246396098787,0.5924234215994506,0.19750121801042808,414.8983548491681,0.18205281037699345,23.046858047991027,0.878090856814261,1527.0,0.44074074074074077,238.0,0.5592592592592592,302.0,0.12190914318573894,212.0,0.8651558073654391,0.878090856814261,0.8715753424657534,0.44496105648183754,0.8284651672949546,0.9253478325971503,0.8025449758666081,0.36519485979308786,0.6348051402069121,0.19745502413339183,0.7993778910047996,0.8025449758666081,0.8008421394988874,0.44496105648183754,0.8284651672949546,0.8396103334688773,0.7223151854643757,0.8025449758666081,0.169,0.001,0.171875,0.0,171.875,0.0,20128.0,2074183.0,232549.0,98.72751206669592,82.73365511189118,'Number of leaves: 59\nSize of the tree: 91\n',91.0,59.0,59.0
seventyPercent,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,20513.0,2279.0,1815.0,464.0,0.0,79.6401930671347,20.359806932865293,0.0,0.41916149245729917,0.2616546223448502,0.3682489897672314,72.35892663088383,86.60425265924238,1800.2382536709135,5666.571616983476,-3866.333363312562,0.7899246396098787,2.4864289675223676,-1.696504327912489,402.8761444319693,0.17677759738129412,22.379045862982515,0.8803910293271996,1531.0,0.4740740740740741,256.0,0.5259259259259259,284.0,0.11960897067280046,208.0,0.8567431449356463,0.8803910293271996,0.8684061259217243,0.41992022137388196,0.8176607458522352,0.9177273489951504,0.7964019306713471,0.3900849754182216,0.6099150245817784,0.20359806932865293,0.7905149829382446,0.7964019306713471,0.7930528983341201,0.41992022137388196,0.8176607458522352,0.8308013771765571,0.7093968614104745,0.7964019306713471,0.171,0.002,0.15625,0.015625,156.25,15.625,19230.0,2074183.0,232549.0,98.28872312417727,81.74637999122422,'Number of leaves: 56\nSize of the tree: 86\n',86.0,56.0,56.0
seventyPercent,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,20513.0,2279.0,1815.0,464.0,0.0,79.6401930671347,20.359806932865293,0.0,0.4121933133442952,0.26351864287108134,0.3727904481879678,72.87440968746922,87.67230613240874,1800.2382536709135,5695.874646548256,-3895.6363928773426,0.7899246396098787,2.49928681287769,-1.7093621732678115,402.76742927990546,0.17672989437468428,22.37300693164428,0.8855664174813112,1540.0,0.49074074074074076,265.0,0.5092592592592593,275.0,0.1144335825186889,199.0,0.853185595567867,0.8855664174813112,0.8690744920993229,0.41364167242840705,0.8102661171810108,0.9145348312280208,0.7964019306713471,0.4015762539307767,0.5984237460692233,0.20359806932865293,0.7884953444199329,0.7964019306713471,0.7916717639511831,0.4136416724284071,0.8102661171810108,0.8231212514887374,0.7057404018682019,0.7964019306713471,0.153,0.002,0.140625,0.0,140.625,0.0,22336.0,2074183.0,232549.0,98.06932865291795,82.14129003949101,'Number of leaves: 64\nSize of the tree: 103\n',103.0,64.0,64.0
seventyPercent,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,20513.0,2279.0,1838.0,441.0,0.0,80.6494076349276,19.3505923650724,0.0,0.4446614140858236,0.2509424987386027,0.3565700172631648,69.39655677424187,83.85760918255052,1800.2382536709135,1318.0971803788934,482.1410732920201,0.7899246396098787,0.578366467915267,0.21155817169461172,487.6222751392635,0.2139632624568949,27.086541136704543,0.8895917193789534,1547.0,0.46111111111111114,249.0,0.5388888888888889,291.0,0.11040828062104657,192.0,0.861358574610245,0.8895917193789534,0.8752475247524754,0.4458113398890363,0.8319212829851128,0.9231378750260231,0.806494076349276,0.3780134680814337,0.6219865319185663,0.193505923650724,0.8000193840079194,0.806494076349276,0.8026632390482181,0.4458113398890363,0.8319212829851128,0.8435786770257209,0.7220812403821028,0.806494076349276,0.172,0.001,0.15625,0.0,156.25,0.0,25006.0,2074183.0,232549.0,98.15708644142168,81.5269855199649,'Number of leaves: 74\nSize of the tree: 118\n',118.0,74.0,74.0
seventyPercent,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,20513.0,2279.0,1846.0,433.0,0.0,81.00043878894252,18.999561211057483,0.0,0.4674374413432485,0.25756937816821873,0.35941547423645187,71.22917825878541,84.52679954421676,1800.2382536709135,4540.466140840533,-2740.227887169619,0.7899246396098787,1.9923063364811464,-1.2023816968712677,437.27151840660514,0.19186990715515803,24.28964707948813,0.8815411155836688,1533.0,0.4203703703703704,227.0,0.5796296296296296,313.0,0.11845888441633122,206.0,0.8710227272727272,0.8815411155836688,0.8762503572449271,0.46759343786663,0.8284103252188358,0.9205652130732596,0.8100043878894252,0.34883364267612677,0.6511663573238732,0.1899956121105748,0.8075354377409678,0.8100043878894252,0.8086907284404491,0.46759343786663005,0.828410325218836,0.8375594834517313,0.7336870294251076,0.8100043878894252,0.183,0.002,0.1875,0.0,187.5,0.0,26244.0,2074183.0,232549.0,98.20096533567354,82.31680561649847,'Number of leaves: 79\nSize of the tree: 125\n',125.0,79.0,79.0
seventyPercent,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,20513.0,2279.0,1852.0,427.0,0.0,81.26371215445371,18.736287845546293,0.0,0.46653235864080267,0.24723856688396822,0.356123970198282,68.37225790685147,83.75270849367303,1800.2382536709135,5589.678044066238,-3789.439790395324,0.7899246396098787,2.4526889179755322,-1.6627642783656533,500.33014826666846,0.21953933666813008,27.792440653143103,0.8901667625071881,1548.0,0.43703703703703706,236.0,0.562962962962963,304.0,0.10983323749281196,191.0,0.8677130044843049,0.8901667625071881,0.878796480272495,0.4672713991123909,0.8367516452622835,0.9288038173471139,0.812637121544537,0.3595073960743861,0.640492603925614,0.18736287845546293,0.8076302230954672,0.812637121544537,0.8097606276867997,0.4672713991123909,0.8367516452622836,0.8491183790575624,0.7331180468995325,0.812637121544537,0.154,0.002,0.140625,0.015625,140.625,15.625,29180.0,2074183.0,232549.0,99.2540587977183,86.8802106186924,'Number of leaves: 86\nSize of the tree: 141\n',141.0,86.0,86.0
seventyPercent,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,20513.0,2279.0,1849.0,430.0,0.0,81.13207547169812,18.867924528301888,0.0,0.45743502862394675,0.25077753234414013,0.3547707820937152,69.35093636392193,83.43446771702497,1800.2382536709135,6640.786875462326,-4840.548621791412,0.7899246396098787,2.913903850575834,-2.123979210965955,493.69029499035514,0.21662584247053757,27.42360873532479,0.8936170212765957,1554.0,0.4537037037037037,245.0,0.5462962962962963,295.0,0.10638297872340426,185.0,0.8638132295719845,0.8936170212765957,0.8784624081401922,0.4587515875756149,0.8431127936447086,0.9293940637988419,0.8113207547169812,0.37140743714408914,0.6285925628559109,0.18867924528301888,0.8047591953601058,0.8113207547169812,0.8073712456920863,0.45875158757561485,0.8431127936447086,0.8479026719456338,0.7284468903446059,0.8113207547169812,0.164,0.001,0.171875,0.0,171.875,0.0,29180.0,2074183.0,232549.0,98.42035980693286,81.70250109697236,'Number of leaves: 86\nSize of the tree: 141\n',141.0,86.0,86.0
eightyPercent,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,23443.0,2605.0,2087.0,518.0,0.0,80.1151631477927,19.884836852207293,0.0,0.43300034707661506,0.25477234458357617,0.3595456717239341,69.9735103753806,84.28801093468022,2067.415252694384,3655.8395344669802,-1588.4242817725963,0.7936334943164621,1.4033932953807986,-0.6097598010643364,539.0752799717116,0.20693868712925587,26.07484293584248,0.8859737638748738,1756.0,0.46869983948635635,292.0,0.5313001605136437,331.0,0.11402623612512613,226.0,0.857421875,0.8859737638748738,0.8714640198511165,0.43413472098728395,0.833256126972609,0.9235293377619701,0.8011516314779271,0.38387770708940955,0.6161222929105905,0.19884836852207294,0.7944840622275557,0.8011516314779271,0.7972189046706131,0.43413472098728395,0.833256126972609,0.8428767869592304,0.7162404845018295,0.8011516314779271,0.27,0.001,0.234375,0.0,234.375,0.0,25685.0,2370112.0,265474.0,98.42610364683301,81.97696737044146,'Number of leaves: 78\nSize of the tree: 122\n',122.0,78.0,78.0
eightyPercent,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01902080649E7,23443.0,2605.0,2092.0,513.0,0.0,80.30710172744722,19.69289827255278,0.0,0.4543709647851008,0.2612356488196264,0.3620941419236949,71.71364745001874,84.83883282741616,2069.082257781732,5811.195004553735,-3742.112746772003,0.794273419493947,2.2307850305388617,-1.4365116110449148,503.44140701146114,0.1932596572020964,24.331628436619134,0.8748107016658253,1733.0,0.42467948717948717,265.0,0.5753205128205128,359.0,0.12518929833417466,248.0,0.8673673673673674,0.8748107016658253,0.8710731339532546,0.454445257313449,0.8328952775728394,0.9254717449294607,0.8030710172744722,0.352939802788134,0.6470601972118659,0.19692898272552783,0.8012702957726944,0.8030710172744722,0.8021319141196881,0.454445257313449,0.8328952775728394,0.8407636024838332,0.7271693858230937,0.8030710172744722,0.186,0.002,0.1875,0.0,187.5,0.0,25611.0,2370112.0,265474.0,98.61804222648752,82.8598848368522,'Number of leaves: 73\nSize of the tree: 121\n',121.0,73.0,73.0
