Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
thirtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,7814.0,1954.0,1566.0,388.0,0.0,80.14329580348004,19.85670419651996,0.0,0.4284292645857018,0.24384182982949915,0.3528166006479531,68.36969006467127,83.54106256052623,1528.1745634350325,1079.201061287255,448.9735021477775,0.7820750068756563,0.5523035114059647,0.22977149546969164,396.3158829295048,0.20282286741530442,25.93394055968747,0.882,1323.0,0.4647577092511013,211.0,0.5352422907488987,243.0,0.118,177.0,0.8624511082138201,0.882,0.8721160184574819,0.4289676602264646,0.8500602055800294,0.9443355992890576,0.8014329580348004,0.38419066728590173,0.6158093327140983,0.1985670419651996,0.7964933934964988,0.8014329580348004,0.7986832737620646,0.4289676602264646,0.8500602055800294,0.8604006787847134,0.7140900458420133,0.8014329580348004,0.288,0.004,0.25,0.0,250.0,0.0,226521.0,729298.0,184318.0,99.12998976458546,82.08802456499488,?
thirtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,7814.0,1954.0,1542.0,412.0,0.0,78.91504605936541,21.084953940634595,0.0,0.361875229869751,0.2426662616249303,0.36058329907941317,68.04007789824169,85.38008668342675,1528.1745634350325,1134.853077793145,393.3214856418874,0.7820750068756563,0.5807845843363076,0.20129042253934873,394.8165511888297,0.20205555332079309,25.83582796335522,0.8946666666666667,1342.0,0.5594713656387665,254.0,0.44052863436123346,200.0,0.10533333333333333,158.0,0.8408521303258145,0.8946666666666667,0.8669250645994833,0.36594306473130006,0.8379537444933921,0.9420806903016631,0.789150460593654,0.4539551595657539,0.5460448404342462,0.21084953940634596,0.7752863256934099,0.789150460593654,0.7799554335190734,0.3659430647313,0.8379537444933921,0.8542487372737714,0.6797679510189534,0.789150460593654,0.299,0.004,0.265625,0.0,265.625,0.0,214749.0,729298.0,184318.0,98.4646878198567,78.45445240532241,?
thirtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,7814.0,1954.0,1567.0,387.0,0.0,80.19447287615148,19.805527123848517,0.0,0.4330320792827484,0.24931034062393764,0.36095514300661713,69.90298067519736,85.46813309827301,1528.1745634350325,1141.1304380191161,387.04412541591637,0.7820750068756563,0.5839971535410011,0.19807785333465525,362.1164038257718,0.18532057514113193,23.69601042251391,0.88,1320.0,0.45594713656387664,207.0,0.5440528634361234,247.0,0.12,180.0,0.8644400785854617,0.88,0.8721506442021804,0.4333712533648146,0.8384258443465492,0.9392609953440615,0.8019447287615148,0.3778918653253915,0.6221081346746085,0.19805527123848515,0.7979930321684315,0.8019447287615148,0.799793128628827,0.4333712533648146,0.8384258443465492,0.8537868102722652,0.7164385457106248,0.8019447287615148,0.279,0.004,0.28125,0.0,281.25,0.0,243949.0,729298.0,184318.0,98.56704196519959,80.62947799385876,?
thirtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,7815.0,1953.0,1601.0,352.0,0.0,81.97644649257552,18.023553507424474,0.0,0.4591440790778034,0.23338147910479845,0.3449229940153963,65.46573617232444,81.72021471853525,1526.06859018817,1047.8767703375286,478.1918198506414,0.781397127592509,0.5365472454365225,0.24484988215598638,456.8083626193374,0.23390085131558494,29.933671759996788,0.9106666666666666,1366.0,0.48123620309050774,218.0,0.5187637969094923,235.0,0.08933333333333333,134.0,0.8623737373737373,0.9106666666666666,0.8858625162127108,0.463016863433593,0.8640699043414275,0.9491556674418227,0.8197644649257553,0.39033400134959634,0.6096659986504037,0.18023553507424475,0.8100647931489788,0.8197644649257553,0.8130099195387671,0.46301686343359305,0.8640699043414274,0.8746577091796713,0.7288193359652362,0.8197644649257553,0.286,0.004,0.296875,0.0,296.875,0.0,247713.0,729391.0,184225.0,99.02713773681515,80.44034818228367,?
thirtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,7815.0,1953.0,1575.0,378.0,0.0,80.64516129032258,19.35483870967742,0.0,0.4341109158978225,0.24765517563183653,0.35714334828189376,69.4696445142683,84.61549857006696,1526.06859018817,1108.7502837076072,417.3183064805628,0.781397127592509,0.5677164791129581,0.21368064847955084,368.2296168024353,0.18854563072321318,24.12929662336024,0.8913333333333333,1337.0,0.4746136865342163,215.0,0.5253863134657837,238.0,0.10866666666666666,163.0,0.8614690721649485,0.8913333333333333,0.8761467889908257,0.43543232064735576,0.8456320824135394,0.9435085119608638,0.8064516129032258,0.3897319661041088,0.6102680338958912,0.1935483870967742,0.799317179283252,0.8064516129032258,0.8022078785278685,0.43543232064735576,0.8456320824135394,0.8593086155333868,0.7167619190855767,0.8064516129032258,0.284,0.004,0.28125,0.0,281.25,0.0,223219.0,729391.0,184225.0,99.07834101382488,82.15565796210957,?
fourtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,10419.0,2605.0,2096.0,509.0,0.0,80.46065259117083,19.539347408829176,0.0,0.45304285376622,0.24832162519806103,0.3577440426628689,69.14909080249654,84.43003112954094,2047.1581565894953,1483.967455199031,563.1907013904643,0.7858572578078676,0.5696612112088411,0.21619604659902658,520.0523997823622,0.1996362379202926,25.403625904935165,0.8746238716148446,1744.0,0.4238952536824877,259.0,0.5761047463175123,352.0,0.12537612838515547,250.0,0.8706939590614079,0.8746238716148446,0.8726544908681512,0.45306404205147166,0.844748648564351,0.9411004591417983,0.8046065259117082,0.3538779079793514,0.6461220920206485,0.19539347408829175,0.8036185078081414,0.8046065259117082,0.8041016358172253,0.45306404205147166,0.844748648564351,0.8551937099767178,0.7265168579649907,0.8046065259117082,0.401,0.005,0.359375,0.0,359.375,0.0,281819.0,971563.0,244861.0,99.07869481765835,82.61036468330134,?
fourtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,10419.0,2605.0,2075.0,530.0,0.0,79.65451055662189,20.34548944337812,0.0,0.43466956023257725,0.24894466158232834,0.3614535054798058,69.32258515472864,85.30548962432572,2047.1581565894953,1524.1337778055934,523.024378783902,0.7858572578078676,0.585080145030938,0.20077711277692975,498.7625908244913,0.19146356653531338,24.363656966075112,0.866098294884654,1727.0,0.43044189852700493,263.0,0.5695581014729951,348.0,0.13390170511534605,267.0,0.8678391959798994,0.866098294884654,0.8669678714859437,0.43467351670502535,0.8375289534725289,0.9403005516342865,0.7965451055662188,0.36088870920856975,0.6391112907914303,0.2034548944337812,0.7970088069672833,0.7965451055662188,0.796774869892221,0.43467351670502535,0.8375289534725289,0.8541784145784777,0.7173338541769033,0.7965451055662188,0.407,0.006,0.375,0.0,375.0,0.0,277643.0,971563.0,244861.0,98.54126679462571,79.61612284069098,?
fourtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,10419.0,2605.0,2134.0,471.0,0.0,81.9193857965451,18.080614203454893,0.0,0.46648354539252307,0.23530370251729016,0.3454422961919905,65.52404398349911,81.52673515917931,2047.1581565894953,1393.0761035158769,654.0820530736185,0.7858572578078676,0.5347700973189546,0.25108716048891305,615.773546913881,0.23638139996694088,30.07943206204163,0.9067201604814443,1808.0,0.4664484451718494,285.0,0.5335515548281505,326.0,0.09327983951855567,186.0,0.8638318203535594,0.9067201604814443,0.8847565451431368,0.46944462741494625,0.8642987062660978,0.9493675667131463,0.8191938579654511,0.37892214265585616,0.6210778573441439,0.18080614203454895,0.810562689456813,0.8191938579654511,0.8134140663086471,0.46944462741494625,0.864298706266098,0.872873746650363,0.7326721283151125,0.8191938579654511,0.395,0.007,0.34375,0.015625,343.75,15.625,261523.0,971563.0,244861.0,98.65642994241843,79.00191938579654,?
fourtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,10419.0,2605.0,2083.0,522.0,0.0,79.9616122840691,20.038387715930902,0.0,0.4283106489496682,0.24930793696495673,0.36047556660129115,69.42374494054934,85.07468938697951,2047.1581565894953,1514.7244342145807,532.4337223749146,0.7858572578078676,0.5814681129422574,0.20438914486561022,502.12630119071383,0.19275481811543718,24.527968177468093,0.8796389167502507,1754.0,0.46153846153846156,282.0,0.5384615384615384,329.0,0.12036108324974924,240.0,0.8614931237721022,0.8796389167502507,0.8704714640198511,0.4287644823876063,0.8400204705770339,0.9381666474938185,0.799616122840691,0.38151566762890177,0.6184843323710982,0.20038387715930903,0.7950487519459296,0.799616122840691,0.7970941530699073,0.4287644823876063,0.840020470577034,0.8514683117081469,0.7140492913319594,0.799616122840691,0.381,0.006,0.375,0.0,375.0,0.0,269099.0,971563.0,244861.0,98.92514395393474,82.53358925143954,?
fourtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,10420.0,2604.0,2073.0,531.0,0.0,79.60829493087557,20.391705069124423,0.0,0.43192783755891395,0.24394342900751773,0.35586356844972555,67.92313028654279,83.97504648751634,2046.7724133080744,1471.4159595713993,575.3564537366751,0.7860109114086308,0.565059892308525,0.22095101910010564,541.8987524621822,0.20810243950160606,26.475769799258924,0.8670346211741093,1728.0,0.4353518821603928,266.0,0.5646481178396072,345.0,0.13296537882589063,265.0,0.8665997993981945,0.8670346211741093,0.8668171557562077,0.43192808473106975,0.8462630663952311,0.9428340296349415,0.7960829493087558,0.36440021029503916,0.6355997897049608,0.20391705069124424,0.7959673479151664,0.7960829493087558,0.796025017935744,0.43192808473106975,0.8462630663952311,0.8596019826003443,0.7159638604333864,0.7960829493087558,0.397,0.006,0.390625,0.0,390.625,0.0,226547.0,971656.0,244768.0,98.50230414746544,79.8195084485407,?
fiftyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,13024.0,3256.0,2652.0,604.0,0.0,81.44963144963145,18.55036855036855,0.0,0.47145811922443503,0.23936157451744106,0.35246578832311326,67.01234478664696,83.40086287443998,2548.9992761432854,1809.9238225922184,739.0754535510671,0.782862185547692,0.5558734098870449,0.22698877566064715,707.4374087606776,0.21727193143755455,27.753535098332872,0.8867093674939952,2215.0,0.4234828496042216,321.0,0.5765171503957783,437.0,0.11329063250600481,283.0,0.873422712933754,0.8867093674939952,0.8800158919348431,0.47171899009994467,0.852850618225451,0.9467721615066476,0.8144963144963145,0.35126979660654095,0.648730203393459,0.1855036855036855,0.8113863101343386,0.8144963144963145,0.8128117786758381,0.47171899009994467,0.8528506182254512,0.8640514739809039,0.735677770054025,0.8144963144963145,0.534,0.008,0.421875,0.0,421.875,0.0,321609.0,1213858.0,305434.0,98.58722358722359,79.2997542997543,?
fiftyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,13024.0,3256.0,2641.0,615.0,0.0,81.11179361179362,18.888206388206388,0.0,0.46258629740520035,0.23767003787106014,0.34929573543287545,66.53877739307075,82.65076128965558,2548.9992761432854,1772.3149077578498,776.6843683854356,0.782862185547692,0.54432276036789,0.2385394251798021,716.1270333439713,0.21994073505650225,28.094438474203635,0.8839071257005604,2208.0,0.4287598944591029,325.0,0.5712401055408971,433.0,0.11609287429943956,290.0,0.8716936439005132,0.8839071257005604,0.8777579010137149,0.46280280389101036,0.8582393619380992,0.9482987163604093,0.8111179361179361,0.35597070487647864,0.6440292951235214,0.18888206388206388,0.8081855021312278,0.8111179361179361,0.8095430551109459,0.46280280389101036,0.8582393619380992,0.8671594072649419,0.7312489707634409,0.8111179361179361,0.577,0.008,0.515625,0.015625,515.625,15.625,323843.0,1213858.0,305434.0,99.04791154791155,79.88329238329239,?
