Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
fiftyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,13024.0,3256.0,2628.0,628.0,0.0,80.71253071253071,19.28746928746929,0.0,0.46054714376770256,0.24557192558564284,0.35820250264819775,68.75101227271891,84.75829085930188,2548.9992761432854,1898.8793103658732,650.1199657774123,0.782862185547692,0.5831938913900102,0.19966829415768192,640.8826989826556,0.19683129575634387,25.14252181163154,0.8738991192954364,2183.0,0.4129287598944591,313.0,0.5870712401055409,445.0,0.12610088070456366,315.0,0.8745993589743589,0.8738991192954364,0.8742490989187024,0.4605478234293385,0.8385592378916326,0.9391907758946021,0.8071253071253072,0.34615494772432986,0.6538450522756701,0.1928746928746929,0.8073028704196468,0.8071253071253072,0.8072137442686448,0.4605478234293385,0.8385592378916326,0.8571175675051147,0.730273429564753,0.8071253071253072,0.543,0.007,0.5,0.015625,500.0,15.625,315203.0,1213858.0,305434.0,98.18796068796068,78.85442260442261,?
fiftyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,13024.0,3256.0,2629.0,627.0,0.0,80.74324324324324,19.256756756756758,0.0,0.4458899744538188,0.24364615224427486,0.3527839288903483,68.21186731015399,83.47614166376304,2548.9992761432854,1820.187461418569,728.8118147247164,0.782862185547692,0.5590256331138111,0.22383655243388098,671.6101128048329,0.20626846216364644,26.347991507514262,0.8863090472377902,2214.0,0.4525065963060686,343.0,0.5474934036939314,415.0,0.11369095276220977,284.0,0.865858427845131,0.8863090472377902,0.8759643916913947,0.4464973332302176,0.85028444919524,0.9426413963768305,0.8074324324324325,0.3736299815007108,0.6263700184992892,0.19256756756756757,0.8025009106450945,0.8074324324324325,0.8046572878914039,0.4464973332302176,0.85028444919524,0.8619274601797543,0.7228140421051346,0.8074324324324325,0.533,0.008,0.5,0.0,500.0,0.0,362051.0,1213858.0,305434.0,98.95577395577395,82.72420147420148,?
fiftyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,13024.0,3256.0,2616.0,640.0,0.0,80.34398034398035,19.656019656019655,0.0,0.4237572913849527,0.24607708849744075,0.35514596247649927,68.91618545122037,84.07368100886606,2547.279109115368,1858.1447545025062,689.1343546128619,0.7823338787209362,0.5706832784098607,0.21165060031107552,650.6183852681602,0.1998213713968551,25.54169988439587,0.891156462585034,2227.0,0.4861294583883752,368.0,0.5138705416116248,389.0,0.10884353741496598,272.0,0.8581888246628131,0.891156462585034,0.8743619945033372,0.425349216038555,0.8481107105986384,0.9408845053096138,0.8034398034398035,0.3984127992431446,0.6015872007568553,0.19656019656019655,0.7954883570897143,0.8034398034398035,0.7986383010828928,0.425349216038555,0.8481107105986385,0.8550503124460648,0.7115110395647857,0.8034398034398035,0.519,0.007,0.421875,0.0,421.875,0.0,327169.0,1213858.0,305434.0,99.01719901719902,82.55528255528256,?
sixtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,15628.0,3908.0,3149.0,759.0,0.0,80.5783009211873,19.421699078812694,0.0,0.441751271137316,0.2457338891911392,0.35639174908663857,68.41308159687095,84.098707380677,3071.7830333038123,2239.9081190509096,831.8749142529027,0.7860243176314771,0.5731597029301202,0.2128646147013569,811.8952028690861,0.20775209899413669,26.4307470308495,0.8869943162821798,2653.0,0.45910577971646677,421.0,0.5408942202835333,496.0,0.11300568371782013,338.0,0.8630448926480156,0.8869943162821798,0.874855729596043,0.44257672325002984,0.8448836148576592,0.9399891471570838,0.8057830092118731,0.37789447264616,0.6221055273538401,0.19421699078812693,0.8000842846013217,0.8057830092118731,0.8025088597019439,0.44257672325002984,0.8448836148576592,0.8554792434323208,0.72069456953817,0.8057830092118731,0.586,0.01,0.53125,0.0,531.25,0.0,399267.0,1456030.0,366070.0,98.72057318321392,82.0496417604913,?
sixtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,15629.0,3907.0,3147.0,760.0,0.0,80.5477348349117,19.452265165088303,0.0,0.4463762527906603,0.24500130725044944,0.35660658918120486,68.20458959407783,84.14193793323489,3071.3971918366256,2209.0360300466114,862.3611617900142,0.7861267447751793,0.5654046659960613,0.22072207877911804,803.5235386689144,0.20566253869181325,26.16149877341086,0.8826086956521739,2639.0,0.44601962922573607,409.0,0.5539803707742639,508.0,0.11739130434782609,351.0,0.8658136482939632,0.8826086956521739,0.874130506790328,0.4467751961357179,0.8479333146110445,0.944445701444417,0.805477348349117,0.3688882819226791,0.6311117180773209,0.19452265165088303,0.8014034188999889,0.805477348349117,0.8032352970036271,0.4467751961357179,0.8479333146110445,0.8622784904779269,0.7231012894312,0.805477348349117,0.699,0.009,0.609375,0.0,609.375,0.0,382855.0,1456123.0,365977.0,99.07857691323267,82.40337855131814,?
sixtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,15629.0,3907.0,3163.0,744.0,0.0,80.9572562068083,19.042743793191708,0.0,0.46301267019115205,0.24431178233458756,0.35305254102915523,68.0126364799127,83.30335416026503,3071.3971918366256,2164.9129391407805,906.484252695845,0.7861267447751793,0.554111323046015,0.23201542172916434,815.9658922713066,0.20884716976485965,26.56660279693027,0.8812709030100334,2635.0,0.42420937840785167,389.0,0.5757906215921483,528.0,0.11872909698996656,355.0,0.8713624338624338,0.8812709030100334,0.8762886597938145,0.46315214607529553,0.8542953064194352,0.9455136540167641,0.8095725620680829,0.3525110374659011,0.6474889625340988,0.19042743793191708,0.807193337106579,0.8095725620680829,0.8083123691110414,0.46315214607529553,0.8542953064194352,0.8642849466112191,0.7314776632302407,0.8095725620680829,0.649,0.009,0.59375,0.015625,593.75,15.625,374893.0,1456123.0,365977.0,99.28333759918095,82.68492449449705,?
sixtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,15629.0,3907.0,3167.0,740.0,0.0,81.05963654978244,18.940363450217557,0.0,0.4575909834008035,0.242937426380267,0.3545910565689244,67.63003695474042,83.66636954748434,3071.3971918366256,2238.760203100052,832.6369887365736,0.7861267447751793,0.5730125935756468,0.21311415119953253,831.9634760188599,0.21294176504194007,27.087459682196446,0.888628762541806,2657.0,0.44383860414394766,407.0,0.5561613958560524,510.0,0.11137123745819398,333.0,0.8671671018276762,0.888628762541806,0.8777667657746944,0.45826560594982463,0.8461753646287333,0.9386865196872376,0.8105963654978244,0.36580620709996603,0.634193792900034,0.1894036345021756,0.8056304882873748,0.8105963654978244,0.8077721554861833,0.45826560594982463,0.8461753646287333,0.8584567195258581,0.7286561101600746,0.8105963654978244,0.648,0.009,0.609375,0.015625,609.375,15.625,399603.0,1456123.0,365977.0,98.77143588431021,81.92986946506271,?
sixtyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,15629.0,3907.0,3137.0,770.0,0.0,80.29178397747633,19.708216022523676,0.0,0.42665794059665596,0.24661538228309363,0.3551549761731006,68.67339447174868,83.8311223305868,3069.6921658046786,2178.317539317075,891.3746264876036,0.7856903419003528,0.5575422419547159,0.22814809994563695,805.9733462524476,0.20628956904337026,26.255836178973098,0.8900033433634236,2662.0,0.4814410480349345,441.0,0.5185589519650655,475.0,0.1099966566365764,329.0,0.8578794714792136,0.8900033433634236,0.8736462093862816,0.42814937652148055,0.8515553939839898,0.9459769091949066,0.8029178397747633,0.39435554444627413,0.6056444555537259,0.19708216022523675,0.7952614930696656,0.8029178397747633,0.79831227152099,0.42814937652148055,0.8515553939839898,0.8614441444497069,0.7129858953908152,0.8029178397747633,0.659,0.009,0.609375,0.0,609.375,0.0,370379.0,1456123.0,365977.0,99.23214742769389,82.51855643716407,?
seventyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,18233.0,4559.0,3654.0,905.0,0.0,80.14915551656065,19.85084448343935,0.0,0.4125037644999994,0.24713911986515574,0.3584955404042234,68.34860066312487,84.31682645982538,3600.866684770534,2608.092438267556,992.7742465029778,0.7898369565190906,0.5720755512760597,0.2177614052430309,959.6492252456709,0.21049555280668367,26.650506926690756,0.8993963782696177,3129.0,0.5138888888888888,555.0,0.4861111111111111,525.0,0.1006036217303823,350.0,0.8493485342019544,0.8993963782696177,0.8736562892642747,0.41620574873144894,0.8479561229812739,0.9444637003575871,0.8014915551656064,0.4159840657848776,0.5840159342151223,0.1985084448343935,0.7902793486485193,0.8014915551656064,0.7939244091347999,0.41620574873144894,0.8479561229812738,0.8593609027323895,0.7053703441206285,0.8014915551656064,0.751,0.01,0.640625,0.015625,640.625,15.625,409226.0,1698328.0,426646.0,98.99100679973678,82.97872340425532,?
seventyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,18233.0,4559.0,3658.0,901.0,0.0,80.23689405571398,19.76310594428603,0.0,0.43141559509553856,0.2471453649616645,0.35716575905255127,68.35032780210479,84.00406679946244,3600.866684770534,2595.0634074976633,1005.8032772728707,0.7898369565190906,0.5692176809602245,0.22061927555886612,952.7909919351378,0.2089912243770866,26.460046298433138,0.8878988215004312,3089.0,0.47314814814814815,511.0,0.5268518518518519,569.0,0.11210117849956884,390.0,0.8580555555555556,0.8878988215004312,0.8727221358949004,0.4326788212913197,0.845613096568831,0.941742615938931,0.8023689405571397,0.38761826720485665,0.6123817327951433,0.19763105944286027,0.7953427878826784,0.8023689405571397,0.7981939838941339,0.4326788212913197,0.845613096568831,0.8601406335484576,0.7154194298895787,0.8023689405571397,0.772,0.011,0.6875,0.0,687.5,0.0,426898.0,1698328.0,426646.0,98.99100679973678,82.86905023031366,?
seventyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,18234.0,4558.0,3682.0,876.0,0.0,80.7810443176832,19.218955682316807,0.0,0.4581320739353472,0.24989974313020671,0.3553481443125133,69.10815734036312,83.57025090914526,3600.476507372995,2567.0990537484213,1033.3774536245737,0.7899246396167168,0.5632073395674465,0.22671730004927024,927.9765946085397,0.20359293431516887,25.773716137523596,0.882691201840138,3070.0,0.43333333333333335,468.0,0.5666666666666667,612.0,0.11730879815986199,408.0,0.8677218767665348,0.882691201840138,0.8751425313568987,0.4584479311741001,0.8500324792877985,0.9421378438392024,0.8078104431768319,0.3584525746700273,0.6415474253299727,0.19218955682316805,0.8042862412009671,0.8078104431768319,0.8058866692288301,0.45844793117410015,0.8500324792877985,0.8595708192186581,0.7289998371070208,0.8078104431768319,0.753,0.011,0.578125,0.015625,578.125,15.625,444692.0,1698421.0,426553.0,99.16630100921456,83.81965774462483,?
seventyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,18234.0,4558.0,3679.0,879.0,0.0,80.71522597630539,19.284774023694602,0.0,0.45961768841846184,0.24660654511898336,0.3568072120457795,68.1974447343321,83.91339230024046,3600.476507372995,2576.2616759185757,1024.2148314544193,0.7899246396167168,0.5652175682138165,0.22470707140290022,954.6899797361841,0.2094537033207951,26.51565640773342,0.8795284646348476,3059.0,0.42592592592592593,460.0,0.5740740740740741,620.0,0.12047153536515239,419.0,0.869281045751634,0.8795284646348476,0.874374732028012,0.4597637600729782,0.8486289480970332,0.9438396402691045,0.8071522597630539,0.3535497210541323,0.6464502789458676,0.19284774023694604,0.8047005944834277,0.8071522597630539,0.8058515889924719,0.4597637600729782,0.8486289480970333,0.8620981400496456,0.72977821075209,0.8071522597630539,0.764,0.011,0.671875,0.0,671.875,0.0,445712.0,1698421.0,426553.0,99.16630100921456,82.78850372970601,?
seventyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,18234.0,4558.0,3657.0,901.0,0.0,80.23255813953489,19.767441860465116,0.0,0.4241138725919543,0.24849137141220365,0.3578370550676148,68.71868125262355,84.155589258658,3600.476507372995,2613.7323628574,986.744144515595,0.7899246396167168,0.5734384297624835,0.21648620985423322,939.1776482224828,0.20605038355034727,26.084815337615748,0.8933294997124784,3107.0,0.49074074074074076,530.0,0.5092592592592593,550.0,0.10667050028752156,371.0,0.8542755017871873,0.8933294997124784,0.8733661278988053,0.42632111723221855,0.8456433827444466,0.9412656294610242,0.8023255813953488,0.39973682242361114,0.6002631775763889,0.19767441860465115,0.7933570283635332,0.8023255813953488,0.7966806803988223,0.4263211172322185,0.8456433827444466,0.8582051973043168,0.7115456326650449,0.8023255813953488,0.79,0.012,0.6875,0.015625,687.5,15.625,431414.0,1698421.0,426553.0,98.94690653795524,82.29486616937253,?
eightyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,20838.0,5210.0,4162.0,1048.0,0.0,79.8848368522073,20.115163147792707,0.0,0.43799335689060503,0.25133232752563583,0.3613137406535153,69.01027864009215,84.67923260939075,4136.497421903609,3069.1713712095543,1067.326050694055,0.7939534399047234,0.5890923937062484,0.20486104619847506,1061.9958323876078,0.2038379716674871,25.67379413230431,0.875599293464547,3470.0,0.4450681635926223,555.0,0.5549318364073778,692.0,0.12440070653545295,493.0,0.8621118012422361,0.875599293464547,0.8688032048072108,0.43823565024042993,0.8377170058000417,0.9370167522269266,0.798848368522073,0.36831723865014815,0.6316827613498519,0.20115163147792706,0.7955383830126636,0.798848368522073,0.797064980425988,0.4382356502404299,0.8377170058000417,0.8535338975196994,0.718941076087816,0.798848368522073,0.864,0.013,0.734375,0.015625,734.375,15.625,490432.0,1940623.0,487219.0,98.50287907869482,82.12092130518234,?
eightyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,20838.0,5210.0,4212.0,998.0,0.0,80.84452975047985,19.155470249520153,0.0,0.4331434646627977,0.24616072592004684,0.3533238870238044,67.57635408548039,82.7839574174037,4138.164555453949,2915.0115670771575,1223.1529883767917,0.7942734271504701,0.5595031798612586,0.23477024728921145,1155.1699841501036,0.22172168601729436,27.915032586793384,0.9073700151438667,3595.0,0.5056089743589743,631.0,0.49439102564102566,617.0,0.09262998485613326,367.0,0.8506862281116896,0.9073700151438667,0.878114313629702,0.43809677192883106,0.8552867829314384,0.9448813251627755,0.8084452975047984,0.40668425671990605,0.593315743280094,0.19155470249520154,0.7971123649029498,0.8084452975047984,0.8002048762427132,0.43809677192883106,0.8552867829314386,0.8645990451136222,0.7154908485711234,0.8084452975047984,0.861,0.012,0.796875,0.015625,796.875,15.625,478244.0,1940623.0,487219.0,99.0978886756238,83.18618042226487,?
eightyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,20838.0,5210.0,4183.0,1027.0,0.0,80.28790786948177,19.712092130518233,0.0,0.44941588797067755,0.2487736776393025,0.3602067464044561,68.29366489909098,84.39661469534047,4138.164555453949,3017.1785299390103,1120.9860255149388,0.7942734271504701,0.5791129616005778,0.21516046554989227,1112.761292479473,0.21358182197302744,26.890213706289046,0.878344270570419,3480.0,0.43669871794871795,545.0,0.563301282051282,703.0,0.12165572942958101,482.0,0.8645962732919255,0.878344270570419,0.8714160510830098,0.44967244135366213,0.8427926883922908,0.9410048356289651,0.8028790786948177,0.36123352607311665,0.6387664739268835,0.19712092130518233,0.7995979113871232,0.8028790786948177,0.801104385205111,0.44967244135366213,0.8427926883922908,0.855498972013785,0.7246517164580688,0.8028790786948177,0.849,0.012,0.6875,0.015625,687.5,15.625,492034.0,1940623.0,487219.0,98.92514395393474,82.2936660268714,?
eightyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,20839.0,5209.0,4165.0,1044.0,0.0,79.95776540602803,20.042234593971973,0.0,0.4505495216073362,0.2493970982687082,0.3559279747225691,68.47553257762412,83.41151504494216,4136.1024146974,2933.5221350430365,1202.580279654363,0.7940300277783451,0.5631641649151539,0.23086586286319122,1095.500793222684,0.21030923271696755,26.486307237700053,0.8674911660777385,3437.0,0.4161988773055333,519.0,0.5838011226944667,728.0,0.13250883392226148,525.0,0.8688068756319515,0.8674911660777385,0.8681485223541298,0.45055176794169705,0.8517726744084845,0.9452326975074176,0.7995776540602803,0.3482853652880751,0.6517146347119249,0.20042234593971972,0.7999091587126587,0.7995776540602803,0.7997422241441854,0.45055176794169705,0.8517726744084845,0.8638306297086916,0.725274261177065,0.7995776540602803,0.873,0.012,0.765625,0.0,765.625,0.0,492180.0,1940716.0,487126.0,98.88654252255711,81.4167786523325,?
eightyPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -num-decimal-places 3 -- -C 0.25 -M 2',-1178107808933117974,2.0190209084599998E7,20839.0,5209.0,4177.0,1032.0,0.0,80.18813591860241,19.81186408139758,0.0,0.40709724610686454,0.24680504153892385,0.3594269483829188,67.76384641016053,84.23149749880689,4136.1024146974,3026.682539166522,1109.4198755308776,0.7940300277783451,0.5810486732897912,0.21298135448855396,1127.2575647044857,0.21640575248694294,27.254101849578035,0.9076224129227662,3596.0,0.5340817963111467,666.0,0.4659182036888532,581.0,0.09237758707723372,366.0,0.8437353355232285,0.9076224129227662,0.8745136186770428,0.4132820865766322,0.8448852713448166,0.9411278052338595,0.8018813591860242,0.4283407425744046,0.5716592574255953,0.19811864081397582,0.7886224437676913,0.8018813591860242,0.7919498742966414,0.4132820865766321,0.8448852713448166,0.8579771474866104,0.7020699360477283,0.8018813591860242,0.855,0.012,0.8125,0.015625,812.5,15.625,516094.0,1940716.0,487126.0,98.77135726626992,82.63582261470532,?
tenPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,1,weka.classifiers.functions.SMO,'-C 0.75 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.0190209084599998E7,2604.0,652.0,511.0,141.0,0.0,78.37423312883436,21.625766871165645,0.0,0.39384428737208566,0.21625766871165644,0.465035126320213,60.02097367509702,109.48564723226836,514.2071242681935,151434.0,-150919.7928757318,0.7886612335401741,232.26073619631902,-231.47207496277883,165.26406378468542,0.2534724904673089,32.13959044614269,0.8634538152610441,430.0,0.474025974025974,73.0,0.525974025974026,81.0,0.13654618473895583,68.0,0.8548707753479126,0.8634538152610441,0.8591408591408591,0.3939353028529227,0.6947139206175351,0.8424359110569295,0.7837423312883436,0.39431449005327346,0.6056855099467265,0.21625766871165644,0.7813554707494318,0.7837423312883436,0.7824981311587641,0.3939353028529228,0.694713920617535,0.7374370736835496,0.6968971622436969,0.7837423312883436,3.486,0.457,3.46875,0.453125,3468.75,453.125,715520.0,244734.0,63198.0,78.37423312883436,50.0,?
tenPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,2,weka.classifiers.functions.SMO,'-C 0.75 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.0190209084599998E7,2605.0,651.0,533.0,118.0,0.0,81.87403993855607,18.125960061443934,0.0,0.47940470865693474,0.18125960061443933,0.4257459343486903,50.37260459701236,100.40857720747518,512.1197819941598,126732.0,-126219.88021800584,0.7866663317882638,194.67281105990784,-193.88614472811958,220.2433724004578,0.3383154721973238,43.006222400323026,0.8955823293172691,446.0,0.43137254901960786,66.0,0.5686274509803921,87.0,0.10441767068273092,52.0,0.87109375,0.8955823293172691,0.8831683168316832,0.4803217937309737,0.7321048901488306,0.8600132818138916,0.8187403993855606,0.35453061908789946,0.6454693809121006,0.18125960061443933,0.8134674000430991,0.8187403993855606,0.8156513896449933,0.4803217937309738,0.7321048901488306,0.76536309138359,0.7395293638952937,0.8187403993855606,3.416,0.479,3.40625,0.4375,3406.25,437.5,715790.0,244827.0,63105.0,81.87403993855607,50.0,?
tenPercent-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6,1,3,weka.classifiers.functions.SMO,'-C 0.75 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.0190209084599998E7,2605.0,651.0,515.0,136.0,0.0,79.10906298003073,20.89093701996928,0.0,0.37968723726248516,0.20890937019969277,0.4570660457742325,58.05656123045492,107.79516054861556,512.1197819941598,146064.0,-145551.88021800583,0.7866663317882638,224.36866359447004,-223.58199726268177,175.71985229294413,0.26992296819192646,34.31225632579607,0.891566265060241,444.0,0.5359477124183006,82.0,0.46405228758169936,71.0,0.10843373493975904,54.0,0.844106463878327,0.891566265060241,0.8671875,0.38282202682029504,0.6778092763209701,0.8355261560689675,0.7910906298003072,0.43547207715836683,0.5645279228416331,0.20890937019969277,0.7792150829668307,0.7910906298003072,0.783426196830554,0.38282202682029504,0.6778092763209701,0.7307095470403495,0.6889894334532374,0.7910906298003072,3.4,0.455,3.40625,0.453125,3406.25,453.125,715790.0,244827.0,63105.0,79.10906298003073,50.0,?
