Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules,measureMaxDepth
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,10,weka.classifiers.functions.SMO,'-C 0.75 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.01902091512E7,161.0,17.0,17.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.624705489577057,0.0,16.624705489577057,0.9779238523280621,0.0,0.9779238523280621,16.624705489577057,0.9779238523280621,100.0,1.0,7.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008,0.001,0.0,0.0,0.0,0.0,48322.0,17202.0,3810.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,1,weka.classifiers.functions.SMO,'-C 0.5 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 2.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.970201610771163,0.0,17.970201610771163,0.9983445339317313,0.0,0.9983445339317313,17.970201610771163,0.9983445339317313,100.0,1.0,8.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006,0.001,0.015625,0.0,15.625,0.0,46734.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,2,weka.classifiers.functions.SMO,'-C 0.5 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 2.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.361684096665662,0.0,17.361684096665662,0.9645380053703145,0.0,0.9645380053703145,17.361684096665662,0.9645380053703145,100.0,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006,0.001,0.0,0.0,0.0,0.0,46734.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,3,weka.classifiers.functions.SMO,'-C 0.5 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 2.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.361684096665662,0.0,17.361684096665662,0.9645380053703145,0.0,0.9645380053703145,17.361684096665662,0.9645380053703145,100.0,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.035,0.0,0.03125,0.0,31.25,0.0,46734.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,4,weka.classifiers.functions.SMO,'-C 0.5 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 2.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.361684096665662,0.0,17.361684096665662,0.9645380053703145,0.0,0.9645380053703145,17.361684096665662,0.9645380053703145,100.0,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.001,0.0,0.0,0.0,0.0,46734.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,5,weka.classifiers.functions.SMO,'-C 0.5 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 2.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.361684096665662,0.0,17.361684096665662,0.9645380053703145,0.0,0.9645380053703145,17.361684096665662,0.9645380053703145,100.0,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006,0.0,0.015625,0.0,15.625,0.0,46734.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,6,weka.classifiers.functions.SMO,'-C 0.5 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 2.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.361684096665662,0.0,17.361684096665662,0.9645380053703145,0.0,0.9645380053703145,17.361684096665662,0.9645380053703145,100.0,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.007,0.001,0.0,0.0,0.0,0.0,46734.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,7,weka.classifiers.functions.SMO,'-C 0.5 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 2.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.361684096665662,0.0,17.361684096665662,0.9645380053703145,0.0,0.9645380053703145,17.361684096665662,0.9645380053703145,100.0,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006,0.0,0.015625,0.0,15.625,0.0,46734.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,8,weka.classifiers.functions.SMO,'-C 0.5 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 2.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.361684096665662,0.0,17.361684096665662,0.9645380053703145,0.0,0.9645380053703145,17.361684096665662,0.9645380053703145,100.0,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006,0.0,0.0,0.0,0.0,0.0,46734.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,9,weka.classifiers.functions.SMO,'-C 0.5 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 2.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.01902091512E7,161.0,17.0,17.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.624705489577057,0.0,16.624705489577057,0.9779238523280621,0.0,0.9779238523280621,16.624705489577057,0.9779238523280621,100.0,1.0,7.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.007,0.001,0.0,0.0,0.0,0.0,46956.0,17202.0,3810.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,10,weka.classifiers.functions.SMO,'-C 0.5 -L 0.1 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 2.0 -C 250007\" -calibrator \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',-6585883636378691736,2.01902091512E7,161.0,17.0,17.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.624705489577057,0.0,16.624705489577057,0.9779238523280621,0.0,0.9779238523280621,16.624705489577057,0.9779238523280621,100.0,1.0,7.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,0.0,0.0,0.0,0.0,0.0,46956.0,17202.0,3810.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.003432807341118096,0.004024419793443402,0.7029540875491832,0.8059287441701283,17.970201610771163,0.08935602146474156,17.88084558930642,0.9983445339317313,0.004964223414707865,0.9933803105170234,17.880845589306418,0.9933803105170232,99.50275448545227,1.0,8.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.471,0.0,0.484375,0.0,484.375,0.0,27937.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0037232498317865074,0.004890510116537601,0.7788376262187563,1.002864099846951,17.361684096665662,0.09699969847722323,17.26468439818844,0.9645380053703145,0.005388872137623513,0.9591491332326911,17.264684398188432,0.9591491332326907,99.44130017608225,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.471,0.0,0.46875,0.0,468.75,0.0,27937.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.003006941313814713,0.003433728644494142,0.6289986277678413,0.7041316967190518,17.361684096665662,0.07823939810416053,17.283444698561503,0.9645380053703145,0.004346633228008918,0.9601913721423058,17.283444698561496,0.9601913721423053,99.54935593996211,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.488,0.0,0.484375,0.0,484.375,0.0,27937.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.003906407833798559,0.004854887921596626,0.8171510217615928,0.9955592953147508,17.361684096665662,0.10175122385331936,17.259932872812342,0.9645380053703145,0.005652845769628854,0.9588851596006857,17.259932872812342,0.9588851596006857,99.41393229316468,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.467,0.0,0.46875,0.0,468.75,0.0,27937.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0030380322268449738,0.00397659764924078,0.6355022936499246,0.8154542014898813,17.361684096665662,0.07909973356833666,17.282584363097325,0.9645380053703145,0.00439442964268537,0.9601435757276291,17.28258436309732,0.960143575727629,99.54440057123531,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.476,0.0,0.484375,0.0,484.375,0.0,27937.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.002741866765069047,0.0030968423992705743,0.573549747987184,0.6350486945339657,17.361684096665662,0.07132707258331744,17.290357024082343,0.9645380053703145,0.003962615143517635,0.9605753902267968,17.29035702408234,0.9605753902267966,99.58916962095272,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.466,0.001,0.46875,0.0,468.75,0.0,27937.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0022799796546113297,0.0023957745954995,0.47693118169631576,0.49128542338090997,17.361684096665662,0.05928233913005765,17.302401757535605,0.9645380053703145,0.003293463285003203,0.9612445420853114,17.302401757535605,0.9612445420853114,99.65854499598088,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.474,0.0,0.46875,0.0,468.75,0.0,27937.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902091512E7,160.0,18.0,18.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0026389738403638173,0.0029260552427636875,0.5520263786586009,0.600026518136351,17.361684096665662,0.06864167701910097,17.29304241964656,0.9645380053703145,0.0038134265010611648,0.9607245788692533,17.293042419646557,0.9607245788692532,99.6046369889181,1.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.471,0.0,0.46875,0.0,468.75,0.0,27937.0,17109.0,3903.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902091512E7,161.0,17.0,17.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0027393366226247744,0.0032013837707292876,0.5681663009950038,0.6502590071804625,16.624705489577057,0.06731056150888975,16.557394928068167,0.9779238523280621,0.003959444794640574,0.9739644075334216,16.557394928068167,0.9739644075334216,99.5951172695896,1.0,7.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.469,0.0,0.46875,0.0,468.75,0.0,27937.0,17202.0,3810.0,100.0,50.0,?,?,?,?,?
20Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01902091512E7,161.0,17.0,17.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0031958392925143532,0.004307590491341909,0.6628496017632689,0.8749496208016012,16.624705489577057,0.07860952426170909,16.54609596531535,0.9779238523280621,0.004624089662453475,0.9732997626656088,16.546095965315345,0.9732997626656086,99.52715237986625,1.0,7.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.475,0.0,0.46875,0.0,468.75,0.0,27937.0,17202.0,3810.0,100.0,50.0,?,?,?,?,?
30Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,1,weka.classifiers.trees.J48,'-C 0.3 -M 2',-217733168393644444,2.01902091512E7,240.0,27.0,25.0,2.0,0.0,92.5925925925926,7.407407407407407,0.0,0.8421052631578947,0.043827160493827164,0.16103127012741264,9.070847851335664,32.772917108361185,26.328443197084116,2.5843615029866207,23.744081694097495,0.9751275258179303,0.09571709270320818,0.879410433114722,23.745733113909413,0.8794715968114597,90.19041853769485,0.8181818181818182,9.0,0.0,0.0,1.0,16.0,0.18181818181818182,2.0,1.0,0.8181818181818182,0.9,0.8528028654224417,1.0,1.0,0.9259259259259259,0.10774410774410775,0.8922558922558923,0.07407407407407407,0.934156378600823,0.9259259259259259,0.9244008714596951,0.8528028654224415,1.0,1.0,0.9205882352941177,0.9259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,5342.0,24588.0,4779.0,100.0,53.7037037037037,'Number of leaves: 8\nSize of the tree: 9\n',9.0,8.0,8.0,?
30Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,2,weka.classifiers.trees.J48,'-C 0.3 -M 2',-217733168393644444,2.01902091512E7,240.0,27.0,27.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.328443197084116,0.0,26.328443197084116,0.9751275258179303,0.0,0.9751275258179303,26.328443197084116,0.9751275258179303,100.0,1.0,11.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5342.0,24588.0,4779.0,100.0,50.0,'Number of leaves: 8\nSize of the tree: 9\n',9.0,8.0,8.0,?
30Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,3,weka.classifiers.trees.J48,'-C 0.3 -M 2',-217733168393644444,2.01902091512E7,240.0,27.0,27.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.328443197084116,0.0,26.328443197084116,0.9751275258179303,0.0,0.9751275258179303,26.328443197084116,0.9751275258179303,100.0,1.0,11.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5342.0,24588.0,4779.0,100.0,50.0,'Number of leaves: 8\nSize of the tree: 9\n',9.0,8.0,8.0,?
30Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,4,weka.classifiers.trees.J48,'-C 0.3 -M 2',-217733168393644444,2.01902091512E7,240.0,27.0,27.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.328443197084116,0.0,26.328443197084116,0.9751275258179303,0.0,0.9751275258179303,26.328443197084116,0.9751275258179303,100.0,1.0,11.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,5342.0,24588.0,4779.0,100.0,50.0,'Number of leaves: 8\nSize of the tree: 9\n',9.0,8.0,8.0,?
30Tit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,1,5,weka.classifiers.trees.J48,'-C 0.3 -M 2',-217733168393644444,2.01902091512E7,240.0,27.0,27.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.328443197084116,0.0,26.328443197084116,0.9751275258179303,0.0,0.9751275258179303,26.328443197084116,0.9751275258179303,100.0,1.0,11.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5342.0,24588.0,4779.0,100.0,50.0,'Number of leaves: 8\nSize of the tree: 9\n',9.0,8.0,8.0,?
